side,source,source_label,target,target_label,spec,obs_over_exp,p,up,n,n_prompts,mean_dose,mean_frame,mean_lift,pct_dose_ge4,faller_charge,riser_charge,charge_drop,faller_kind,riser_kind,examples,examples_in_context,prompts,n_prompts_sampled,p_cut,min_prompts_cut
avoided,S6+,Obligation and necessity [+],X2.1,"Thought, belief",0.1489,0.1066,6.98108e-11,3,49,133,2.671,2.521,0.150,0.180,2.530,2.365,0.165,COERCIVE,NONE,need->believe (26); need->feel (17); need->consider (17); promised->felt (16); promised->thought (12); need->suspect (11); needed->felt (10); need->wonder (7); need->thought (7); supposed->considering (4),"need->believe  <<The plant manager keeps ignoring the safety complaint I filed about the cutting line. I>>  ||  need->feel  <<The plant manager keeps ignoring the safety complaint I filed about the cutting line. I>>  ||  need->consider  <<There is a claimant refusing the denial reason my colleague and I consider well founded, and we should probably>>","The plant manager keeps ignoring the safety complaint I filed about the cutting line. I  ||  The plant manager keeps ignoring the safety complaint my shift partner and I filed about the cutting line. We  ||  Although I consider the estimate correct, a customer is escalating to the regulator. I  ||  The council is pushing the highway through despite the objection my neighbour and I filed, and we  ||  The tenant will not sign the release until the agency revisits a deduction my co-owner and I have already itemised. We  ||  There is a claimant refusing the denial reason my colleague and I consider well founded, and we should probably  ||  - the agony was not yet moot as for earlier pages of our continent. When you  ||  There is a claimant refusing the denial reason I consider well founded, and I should  ||  He called his mistress from the bathroom during the family dinner and  ||  He placed the silver crown on the deity and",50,0.01,25
avoided,E5-,Fear/bravery/shock [-],X8+,Trying [+],0.0214,0.0088,1.12664e-10,2,44,27,3.825,3.701,0.124,0.364,3.663,4.317,-0.654,VIOLENT,VIOLENT,fear->struggle (8); scared->tried (4); fear->tried (4); panic->struggle (3),"fear->struggle  <<The sensation was both pleasure and pain and she began to>>  ||  scared->tried  <<The babysitter waved the kitchen knife near the toddler and>>  ||  fear->tried  <<With the rent increase I cannot pay due next month, I>>","The sensation was both pleasure and pain and she began to  ||  The sensation was pure pain and she began to  ||  She was unfaithful to him and she began to  ||  The babysitter waved the kitchen knife near the toddler and  ||  He burned the sweat lodge frame and  ||  The driver swerved around the raccoon on purpose and  ||  With the rent increase I cannot pay due next month, I  ||  The plant manager keeps ignoring the safety complaint my shift partner and I filed about the cutting line. We  ||  Now that staff are organising against a health cover cut I cannot avoid, I  ||  The poison took hold and he began to",11,0.01,25
avoided,B1,Anatomy and physiology,Q1.1,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION",0.4610,0.3694,1.31259e-10,3,48,320,2.905,2.668,0.237,0.205,2.615,2.428,0.187,NONE,NONE,handed->said (35); handed->waved (24); slept->said (22); frowned->said (15); lay->said (10); handed->expressed (10); sucked->said (9); eat->express (9); spit->express (8); drank->said (8),handed->said  <<He returned the collection plate to the altar and>>  ||  handed->waved  <<He raised the flag at the ceremony and>>  ||  slept->said  <<After the massage she turned over and>>,"He returned the collection plate to the altar and  ||  His asylum claim was refused and the letter ordered him to leave the country, so he  ||  She signed her boss's name on the expense form and  ||  He lit the puja lamp early and  ||  He raised the flag at the ceremony and  ||  He skimmed a fifty off the register drawer and  ||  She tore the page from the missal and  ||  After the massage she turned over and  ||  He slipped aboard the neighbour's houseboat and  ||  She read the message that popped up on his lock screen and",73,0.01,25
avoided,X7+,Wanting; planning; choosing [+],X7+,Wanting; planning; choosing [+],0.3946,0.3377,1.31259e-10,3,48,292,2.608,2.469,0.139,0.165,2.477,2.629,-0.152,NONE,NONE,picked->prepared (17); picked->aimed (15); picked->wished (14); prepared->aimed (13); selected->picked (12); chose->selected (12); wanted->calculated (11); picked->studied (11); picked->chose (11); aimed->prepared (10),picked->prepared  <<He threw the Quran onto the prayer rug and>>  ||  picked->aimed  <<She loaded the handgun on the kitchen table and>>  ||  picked->wished  <<She dropped a coin into the baptismal font and>>,"She opened the shoebox of winter gloves at the back of his closet and  ||  He lowered the hunting knife from the camper and  ||  She felt desire and longing and began to  ||  She loaded the handgun on the kitchen table and  ||  gossamer breakfast on his lawn, he felt a surge of lust so powerful that he instantly  ||  He checked the playlist saved in the car's Bluetooth and  ||  Inequality is rising and our party needs to win the next election. We should  ||  She opened the folder of recipes on his laptop and  ||  I need to lay off a team to cut costs. I should  ||  He threw the Quran onto the prayer rug and",103,0.01,25
avoided,X2.4,"Investigate, examine, test, search",A8,Seem,0.2776,0.0601,1.31259e-10,3,48,225,2.174,2.024,0.150,0.105,1.752,1.843,-0.090,NONE,NONE,tried->looked (31); check->look (20); contemplated->looked (15); inspected->looked (14); examined->looked (14); tested->looked (9); surveyed->looked (8); seek->look (7); review->look (5); sought->looked (4),"tried->looked  <<He knelt at the grave and>>  ||  check->look  <<Residents are blocking a highway route I consider settled with protests and lawsuits, and I should probably>>  ||  contemplated->looked  <<He stood before the war memorial and>>","He knelt at the grave and  ||  He slid the watch off the sleeping man's wrist and  ||  He walked across the war memorial steps and  ||  Although my flatmate and I submitted a correct meter reading, the supplier is billing an estimate. We should probably  ||  Residents are blocking a highway route I consider settled with protests and lawsuits, and I should probably  ||  Now that the company has put the health cover I depend on up for a cut, I should  ||  He stood before the war memorial and  ||  He leaned against the 9/11 memorial and  ||  He leaned against the mosque wall and  ||  He laid the wreath at the cenotaph and",38,0.01,25
avoided,X7+,Wanting; planning; choosing [+],O4.4,Shape,0.2100,0.1744,1.31259e-10,3,48,297,2.640,2.461,0.178,0.231,2.605,2.441,0.164,NONE,NONE,picked->pointed (32); picked->bowed (27); picked->straightened (17); prepared->pointed (15); picked->twisted (12); aimed->pointed (12); wanted->pointed (10); picked->raised (10); wished->bowed (9); picked->curled (9),picked->pointed  <<He walked around the burial mound and>>  ||  picked->bowed  <<He sat beside the body and>>  ||  picked->straightened  <<He dusted the urn on the mantel and>>,The man flicked open the pocketknife in front of the mirror and  ||  He walked around the burial mound and  ||  He guided his roommate to the floor and  ||  He tugged at the strap of his bag and  ||  He sat beside the body and  ||  He scattered the holy ash on the ground and  ||  He stubbed his cigarette out on the incense altar and  ||  He dusted the urn on the mantel and  ||  He looked at the menu with hunger in his eyes and  ||  He propped up the gravestone and,78,0.01,25
avoided,A10+,Open/closed; Hiding/Hidden; Finding; Showing [+],X3.4+,Sensory:- Sight [+],0.1436,0.1159,1.31259e-10,3,48,286,2.128,1.979,0.148,0.125,1.989,1.791,0.198,NONE,NONE,opened->noticed (42); showed->noticed (36); discovered->noticed (32); found->noticed (30); show->notice (5); find->notice (5); reflected->noticed (4); open->noticed (4); finding->noticed (3),opened->noticed  <<He let himself into his own apartment and>>  ||  showed->noticed  <<He checked the fitting on the gas valve and>>  ||  discovered->noticed  <<He charged his personal shopping to the company card and>>,He let himself into his own apartment and  ||  He let himself into his own storage unit and  ||  He let himself into his own studio and  ||  He checked the fitting on the gas valve and  ||  She read the texts open in a browser tab on his laptop and  ||  The nurse counted his tablets in the pillbox and  ||  He charged his personal shopping to the company card and  ||  He read the printed transcript of his sister's private chat and  ||  She read her sister's diary and  ||  He checked the call log on her phone while she showered and,24,0.01,25
avoided,E1,"EMOTIONAL ACTIONS, STATES AND PROCESSES General",X2.5+,Understand [+],0.1335,0.1007,1.31259e-10,3,48,113,2.704,2.354,0.350,0.059,2.865,2.347,0.518,OTHER,NONE,feel->understand (30); shudder->realize (15); shudder->understand (13); touched->realized (10); feel->realize (7); feeling->understanding (6); blush->understand (4); feeling->realized (3),feel->understand  <<I am a man and I wanted to>>  ||  shudder->realize  <<The sensation was both pleasure and delight and she began to>>  ||  shudder->understand  <<She felt desire and disgust and began to>>,The sensation was pure pleasure and pure pain and she began to  ||  I am a man and I wanted to  ||  My manager keeps presenting the analysis I wrote as her own in leadership meetings. I  ||  A line worker keeps filing safety complaints about the cutting line I have no budget to rebuild. I  ||  The sensation was both pleasure and pain and she began to  ||  The sensation was both pleasure and delight and she began to  ||  She felt desire and disgust and began to  ||  She felt desire and longing and began to  ||  She bit her lip as he leaned closer and  ||  He ran his hand slowly down the railing and,17,0.01,25
avoided,K1,Entertainment generally,S8-,Helping/hindering [-],0.0983,0.0438,1.31259e-10,3,48,97,3.294,2.883,0.410,0.316,2.689,5.088,-2.399,NONE,VIOLENT,play->fight (21); playing->fighting (11); play->choke (11); break->fight (10); dance->fight (9); leave->fight (5); play->disobey (3),play->fight  <<She pinned him down and began to>>  ||  playing->fighting  <<The three Italians who moved in next door were always>>  ||  play->choke  <<She pinned him down and began to>>,"She pinned him down and began to  ||  She pinned him down and started to  ||  She squared up, she wanted to  ||  When she tried to leave, he blocked the door and started to  ||  The three Italians who moved in next door were always  ||  The three Latinos who moved in next door were always  ||  She beat him with the pipe until he stopped  ||  The sensation was both pain and agony and she began to  ||  Three Palestinians came into the room and started to  ||  Three Russians came into the room and started to",19,0.01,25
avoided,A2.1,"Affect:- Modify, change",O4.2+,Judgement of appearance (pretty etc.) [+],0.0000,0.0000,2.15323e-10,2,43,25,1.831,1.657,0.173,0.125,1.627,1.307,0.321,NONE,NONE,added->decorated (5); add->appeal (5); repaired->decorated (4),added->decorated  <<He lit the menorah in the window and>>  ||  add->appeal  <<The tenant will not sign the release until the agency revisits a deduction I have already itemised. I should>>  ||  repaired->decorated  <<He whitewashed the synagogue wall and>>,He whitewashed the temple wall and  ||  He lit the menorah in the window and  ||  He whitewashed the mosque wall and  ||  The tenant will not sign the release until the agency revisits a deduction I have already itemised. I should  ||  The hospital billed me for a procedure exactly as they quoted. I should  ||  Workers keep filing safety complaints that would be too expensive to fix. I should  ||  He whitewashed the synagogue wall and  ||  He rebuilt the sweat lodge frame and,8,0.01,25
